MOVIES,Year,RATING,VOTES,RunTime,Gross_Clean,GENRE,ONE-LINE,Director_Clean,Stars_Clean,Type,Status
A Christmas Tree Miracle,2013.0,6.7,769.0,102.0,NaN,Family,"A warm-hearted Christmas tale to remind us that in the holiday season, the best gifts in life are the simple ones, and that miracles do happen, if you believe.",J.W. Myers,"Kevin Sizemore, Terry Kiser, Jill Whelan, Barrett Carnahan",Movie,Released
A Cinderella Story,2004.0,5.9,82876.0,95.0,51440000.0,"Comedy, Family, Romance","Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance.",Mark Rosman,"Hilary Duff, Chad Michael Murray, Jennifer Coolidge, Dan Byrd",Movie,Released
A Cinderella Story: Christmas Wish,2019.0,5.3,5237.0,85.0,NaN,"Comedy, Family, Fantasy","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch",Movie,Released
A Classic Horror Story,2021.0,5.7,8822.0,95.0,NaN,"Drama, Horror, Mystery","In this gruesome suspense film, strangers traveling in southern Italy become stranded in the woods, where they must fight desperately to get out alive.","Roberto De Feo, Paolo Strippoli","Matilda Anna Ingrid Lutz, Francesco Russo, Peppino Mazzotta, Will Merrick",Movie,Released
"A Decade of Decadence, Pt. 2: Legacy of Dreams",2013.0,8.1,50.0,65.0,NaN,Documentary,"A inside look at the making of, A Tiger in the Dark: The Decadence Saga: The Legacy Edition DVD. Featuring discussions with the cast, early animation tests, and never before seen artwork by Adam Haney.",Drew Glick,"Gordon Auld, Howie Boulware Jr., Tod Boulware, Patrícia Faolli",Movie,Released
A Dog's Life: The Oscar Lose Story,2008.0,NaN,0.0,72.0,NaN,"Documentary, Family",NaN,Rick Pamplin,"Scott duPont, Shirley Fox, Debbie Fritz, M. Phyllis Lose",Movie,Released
A Fall from Grace,2020.0,5.9,13360.0,120.0,NaN,"Drama, Fantasy, Thriller","Disheartened since her ex-husband's affair, Grace Waters feels restored by a new romance. But when secrets erode her short-lived joy, Grace's vulnerable side turns violent.",Tyler Perry,"Crystal Fox, Phylicia Rashad, Bresha Webb, Mehcad Brooks",Movie,Released
A Family Reunion Christmas,2019.0,5.7,164.0,28.0,NaN,"Comedy, Family","The McKellans are back to spread Christmas joy in this holiday special about the importance of family, forgiveness, and empathy.",Robbie Countryman,"Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey",Movie,Released
A Faster Horse,2015.0,6.7,656.0,90.0,NaN,Documentary,"David Gelb (Jiro Dreams of Sushi) tackles another venerable, beloved, and long-standing institution: the Mustang, crown jewel of the Ford fleet.",David Gelb,,Movie,Released
A Field Full of Secrets,2014.0,5.7,200.0,122.0,NaN,Documentary,"In 2008, two best friends stepped into their very first crop circle in southern England. This is story of what happened next.",Charles Maxwell,"Colin Andrews, Francine Blake, Tim Carson, Will Carson",Movie,Released
A Final Cut for Orson: 40 Years in the Making,2018.0,7.2,218.0,38.0,NaN,"Documentary, Short",A glimpse behind the scenes into the complicated process of recovering and completing the final film of legendary director Orson Welles.,Ryan Suffern,"Frank Marshall, Peter Bogdanovich, Filip Jan Rymsza, Ruth Hasty",Movie,Released
A Futile and Stupid Gesture,2018.0,6.8,14676.0,101.0,NaN,"Biography, Comedy","In the 1970s and '80s, National Lampoon's success and influence creates a new media empire overseen in part by the brilliant and troubled Douglas Kenney.",David Wain,"Frank Gingerich, Morgan Gingerich, Annette O'Toole, Harry Groener",Movie,Released
A Garota Invisível,2021.0,4.6,45.0,83.0,NaN,"Comedy, Musical, Romance","Ariana has always gone unnoticed until, unintentionally, she posts a video in which she declares herself to the most popular boy in school. Now his ex-girlfriend will do anything to ruin the romance and make her want to be invisible again.",Mauricio Eça,"Guilherme Brumatti, Mharessa Fernanda, Bia Jordão, Bianca Paiva",Movie,Released
A Go! Go! Cory Carson Christmas,2020.0,6.4,37.0,21.0,NaN,"Animation, Short, Family","When a familiar stranger shows up with no memory, Cory saves Christmas for everyone by helping him remember the magic of Christmas.","Stanley Moore, Alex Woo","Ella Joy Ballesteros, Maisie Benson, Smith Foreman, Kerry Gudjohnsen",Movie,Released
A Go! Go! Cory Carson Halloween,2020.0,6.1,41.0,24.0,NaN,"Animation, Short, Family","Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween. But are all the treats worth the trek to the spooky side of town?","Stanley Moore, Alex Woo","Ella Joy Ballesteros, Maisie Benson, Smith Foreman, Kerry Gudjohnsen",Movie,Released
A Haunting at Silver Falls 2,2019.0,3.2,271.0,79.0,NaN,Horror,NaN,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale",Movie,Released
A Jazzman's Blues,2022.0,NaN,0.0,NaN,NaN,Drama,"Follows an investigation into an unsolved murder unveiling a story full of forbidden love, deceit and a secret.",Tyler Perry,"Ryan Eggold, Milauna Jackson, Amirah Vann, Lauren Buglioli",Movie,Released
A Killer Uncaged,2020.0,5.2,681.0,104.0,NaN,"Documentary, Crime","Three-part docuseries following Dale Wayne Sigler, a murderer, as he is released from prison after 30 years behind bars.",NaN,Tommy LeNoir,Movie,Released
A Life in Men,NaN,NaN,0.0,NaN,NaN,Drama,NaN,NaN,,Movie,Released
A Little Help with Carol Burnett,2018.0,6.2,224.0,23.0,NaN,Talk-Show,"With some help from Carol Burnett, kids dish out advice to celebrities and everyday people alike in front of a live audience.",NaN,"Caleb Jeon, Emmersyn Fiorentino, Charlie Kolsby, Seane Mele",Movie,Released
A Love So Beautiful,2020.0,7.4,522.0,NaN,NaN,"Comedy, Romance","Love is as tough as it is sweet for a lovestruck teenager, whose relationship with her next-door neighbor transforms as they grow into adulthood.",NaN,"Joo-yeon So, Kim Yo-han, Hoi-Hyeon Yeo, Hye-Jo Cho",Series,Ongoing
A Love Song for Latasha,2019.0,6.8,2140.0,19.0,NaN,"Documentary, Short, Biography",The injustice surrounding the shooting death of 15-year-old Latasha Harlins at a South Central Los Angeles store became a flashpoint for the city’s 1992 civil uprising.,Sophia Nahli Allison,"Tybie O'Bard, Shinese Harlins, Zoe Flint, Nnenna Brown",Movie,Released
A Love to Last,2017.0,8.8,32.0,NaN,NaN,"Drama, Family, Music","The story follows two different people, Andeng (Bea Alonzo), and Anton (Ian Veneracion), that will prove that two brokenhearts can make their love last or not.",NaN,"Bea Alonzo, Ian Veneracion, Iza Calzado, Julia Barretto",Movie,Released
A Madea Homecoming,2022.0,NaN,0.0,NaN,NaN,Comedy,Multi-hyphenate media mogul Tyler Perry brings out his beloved character Madea.,Tyler Perry,"Tyler Perry, Gabrielle Dennis, Brendan O'Carroll, Cassi Davis",Movie,Released
A Man Apart,2003.0,6.1,46040.0,109.0,26180000.0,"Action, Crime, Drama",A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,F. Gary Gray,"Vin Diesel, Timothy Olyphant, Larenz Tate, Geno Silva",Movie,Released
A Man for All Seasons,1966.0,7.7,32729.0,120.0,28350000.0,"Biography, Drama, History","The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.",Fred Zinnemann,"Paul Scofield, Wendy Hiller, Robert Shaw, Leo McKern",Movie,Released
A Martfüi Rém - A Sorozat,2020.0,7.6,222.0,45.0,NaN,"Crime, Drama, Mystery","In 1960s socialist Hungary, a serial killer targeting young women torments a small town and the determined detective on his trail. Based on true events.",NaN,"Zsolt Anger, Mónika Balsai, Péter Bárnai, Károly Hajduk",Series,Ongoing
A Million Colours,2011.0,6.6,267.0,115.0,NaN,Drama,"A story of love and friendship set against the violence of Apartheid in South Africa. It is a story of the ups and downs of the lives of the three main characters, and how their lives intersect over the years.",Peter Bishai,"Wandile Molebatsi, Jason Hartman, Masello Motana, Stelio Savante",Movie,Released
A New York Christmas Wedding,2020.0,5.4,860.0,88.0,NaN,"Drama, Romance","As her Christmas Eve wedding draws near, Jennifer is visited by an angel and shown what could have been if she hadn't denied her true feelings for her childhood best friend.",Otoja Abit,"Chris Noth, Nia Fairweather, Chris Trousdale, Otoja Abit",Movie,Released
A Night for Dying Tigers,2010.0,5.1,408.0,90.0,NaN,Drama,"There's no place like home. Thank god. A Night for Dying Tigers is a dark, heartfelt and ultimately revealing portrait of a family on the edge of disintegration.",Terry Miles,"Jennifer Beals, Gil Bellows, John Pyper-Ferguson, Leah Gibson",Movie,Released
A Note of Explanation,NaN,NaN,0.0,NaN,NaN,nan,A time-travelling sprite who inhabits the dollhouse.,NaN,,Movie,Released
A Perfect Crime,2020.0,7.3,1210.0,40.0,NaN,"Documentary, Crime","In April 1991, Detlev Rohwedder, the head of Treuhand, the East German Privatization and Restructuring Agency, was assassinated in Dusseldorf. This documentary details the strange evidence recovered.",NaN,"Sam Booth, Günther Classen, Willi Fundermann, Rainer Hofmeyer",Movie,Released
A Perfect Ending,2012.0,5.7,4044.0,110.0,NaN,"Drama, Romance","Rebecca has a very unusual secret, one that not even her best friends know about. The last person on earth she expects to reveal it to is a high priced escort named Paris.",Nicole Conn,"Barbara Niven, Bryan Mordechai Jackson, Jessica Clark, John Heard",Movie,Released
A Perfect Fit,2021.0,5.2,294.0,112.0,NaN,"Comedy, Drama, Romance","Sparks fly when a fashion blogger in Bali meets a gifted shoemaker, leading her to question her commitment to her fiancé.",Hadrah Daeng Ratu,"Nadya Arina, Refal Hady, Giorgino Abraham, Laura Theux",Movie,Released
A Plastic Ocean,2016.0,8.0,2770.0,102.0,NaN,Documentary,"Journalist Craig Leeson teams up with diver Tanya Streeter and an international team of scientists and researchers, and they travel to twenty locations around the world over the next four years to explore the fragile state of our oceans.",Craig Leeson,"David Attenborough, Sylvia Earle, Ben Fogle, Craig Leeson",Movie,Released
A Prayer Before Dawn,2017.0,6.9,21815.0,116.0,NaN,"Action, Biography, Crime",The true story of an English boxer incarcerated in one of Thailand's most notorious prisons as he fights in Muay Thai tournaments to earn his freedom.,Jean-Stéphane Sauvaire,"Joe Cole, Cherry Miko, Vithaya Pansringarm, Panya Yimmumphai",Movie,Released
A Primeira Tentação de Cristo,2019.0,4.6,3267.0,46.0,NaN,Comedy,"Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family.",Rodrigo Van Der Put,"Gregório Duvivier, Fábio Porchat, Antonio Tabet, Evelyn Castro",Movie,Released
A Scandall,2016.0,3.1,146.0,112.0,NaN,Thriller,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.",Ishaan Trivedi,"Johnny Baweja, Reeth Mazumder-Roberts, Manav Kaul, Puru Chibber",Movie,Released
A Second Chance: Rivals!,2019.0,5.0,218.0,89.0,NaN,"Drama, Family, Sport",It's city girls vs country girls in the most competitive gymnastics showdown ever. Get ready to tumble in A SECOND CHANCE: RIVALS!..,Clay Glen,"Emily Morris, Stella Shute, Adam Tuominen, Carmel Johnson",Movie,Released
A Secret Love,2020.0,7.9,3816.0,81.0,NaN,"Documentary, Drama","Falling in love in 1947, two women -- Pat Henschel and pro baseball player Terry Donahue -- begin a 65-year journey of love and overcoming prejudice.",Chris Bolan,"Terry Donahue, Pat Henschel, Diana Bolan, Kim Donahue",Movie,Released
A Series of Unfortunate Events,2017.0,7.8,55753.0,50.0,NaN,"Adventure, Comedy, Drama","After the loss of their parents in a mysterious fire, the three Baudelaire children face trials and tribulations attempting to uncover dark family secrets.",NaN,"Neil Patrick Harris, Patrick Warburton, Malina Weissman, Louis Hynes",Series,Ended
A Shaun the Sheep Movie: Farmageddon,2019.0,6.8,12154.0,86.0,NaN,"Animation, Adventure, Comedy","When an alien with amazing powers crash-lands near Mossy Bottom Farm, Shaun the Sheep goes on a mission to shepherd the intergalactic visitor home before a sinister organization can capture her.","Will Becher, Richard Phelan","Justin Fletcher, John Sparkes, Amalia Vitale, Kate Harbour",Movie,Released
A StoryBots Christmas,2017.0,6.1,141.0,24.0,NaN,"Family, Fantasy, Musical","When Bo mistakenly thinks that her friends don't like her gifts, she heads to the North Pole to ask Santa for help making better presents. She learns along the way that Christmas is about far more than just the toys.","Jeff Gill, Evan Spiridellis","Judy Greer, Erin Fitzgerald, Fred Tatasciore, Jeff Gill",Movie,Released
A Suitable Boy,2020.0,6.13,780.0,58.33,NaN,"Drama, Romance","Lata continues to pursue a relationship with Kabir Durrani, despite knowing her mother would disapprove of the match. When news that her daughter has been seen with an unsuitable boy reaches Rupa she takes action to keep them apart.",Mira Nair,"Tanya Maniktala, Danesh Razvi, Boloram Das, Mahira Kakkar",Series,Ongoing
A Taiwanese Tale of Two Cities,2018.0,6.5,150.0,NaN,NaN,Drama,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",NaN,"Tammy Chen, Peggy Tseng, Sheng-hao Wen, Shao-Hua Lung",Series,Ongoing
A Tale Dark & Grimm,2021.0,NaN,0.0,NaN,NaN,"Animation, Action, Adventure",Hansel and Gretel walk out of their own story and into eight other classic Grimm and Grimm-inspired fairy tales in this irreverent animated series.,NaN,"Scott Adsit, Eric Bauza, Nicole Byer, Ron Funches",Series,Ongoing
A Tale Dark and Grimm,NaN,NaN,0.0,NaN,NaN,"Animation, Fantasy",Hansel and Gretel stumble upon other stories fairy tales written by the Brothers Grimm.,Simon Otto,"Missi Pyle, Tom Hollander, Nicole Byer, Ron Funches",Movie,Released
A Tale of Two Kitchens,2019.0,6.3,251.0,29.0,NaN,"Documentary, Short","Two countries, two restaurants, one vision. A Tale of Two Kitchens explores the ways in which a restaurant can serve as a place of both dignity and community.",Trisha Ziff,,Movie,Released
A Thousand Goodnights,2019.0,7.9,72.0,72.0,NaN,Drama,"To carry out her dad's wish and discover her roots, Dai Tian-qing embarks on a journey around Taiwan and finds love and redemption on the way.",NaN,"Nicholas Teo, Cindy Yu-Han Lien, Ai-Ning Yao, Chung-Lin Li",Series,Ongoing
A Tiger in the Dark: The Decadence Saga,2014.0,7.7,50.0,128.0,NaN,"Drama, Fantasy, Sci-Fi",They have only one purpose...to find you.,Drew Glick,"Tod Boulware, Chen Drachman, Patrícia Faolli, Drew Glick",Movie,Released
A Time Lost,NaN,NaN,0.0,NaN,NaN,nan,A long-standing feud between two Long Island families that comes to a head when one of their teenage daughters is diagnosed with cancer.,NaN,,Movie,Released
A Toca,2013.0,4.1,13.0,30.0,NaN,Comedy,NaN,NaN,"Bruno Correa, Daniel Curi, Fábio de Luca, Juliano Eopitmane",Series,Ongoing
A Trash Truck Christmas,2020.0,5.6,159.0,28.0,NaN,"Animation, Family","When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.",Eddie Rosas,"Henry Keane, Glen Keane, Lucas Neff, Brian Baumgartner",Movie,Released
A Través De Mi Ventana,NaN,NaN,0.0,NaN,NaN,"Comedy, Romance",A woman who is madly in love with her mysterious neighbor resolves to make him fall in love with her.,Marçal Forés,"Hugo Arbues, Eric Masip, Julio Peña, Clara Galle",Movie,Released
A United Kingdom,2016.0,6.9,15365.0,111.0,3900000.0,"Biography, Drama, History","The story of King Seretse Khama of Botswana and how his loving but controversial marriage to a British white woman, Ruth Williams, put his kingdom into political and diplomatic turmoil.",Amma Asante,"David Oyelowo, Rosamund Pike, Tom Felton, Jack Davenport",Movie,Released
A Very Murray Christmas,2015.0,5.5,14605.0,56.0,NaN,"Comedy, Music, Musical",Bill Murray worries no one will show up to his TV show due to a terrible snowstorm in New York City.,Sofia Coppola,"Bill Murray, Paul Shaffer, Michael Cera, George Clooney",Movie,Released
